2020-04-28 14:04:863 INFO  BrowserSelector :23 - Launching chrome browser
2020-04-28 16:04:901 INFO  ComputerPage :44 - Clicking on radio button feature [[ChromeDriver: chrome on WINDOWS (113303e758709c8cf537c0075b6f5a88)] -> xpath: //input[@id='product_attribute_3_7']]
2020-04-28 16:04:70 INFO  ComputerPage :50 - Clicking on add cart button [[ChromeDriver: chrome on WINDOWS (113303e758709c8cf537c0075b6f5a88)] -> id: add-to-cart-button-1]
2020-04-28 16:04:391 INFO  ComputerPage :55 - Getting add to cart message [[ChromeDriver: chrome on WINDOWS (113303e758709c8cf537c0075b6f5a88)] -> class name: content]
2020-04-28 16:04:70 INFO  BrowserSelector :23 - Launching chrome browser
2020-04-28 16:04:482 INFO  HomePage :39 - Clicking on computer button [[ChromeDriver: chrome on WINDOWS (3c7c7f3bd8322c0019ec26ba9e304b72)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2020-04-28 16:04:660 INFO  DesktopPage :26 - Clicking on Desktop button [[ChromeDriver: chrome on WINDOWS (3c7c7f3bd8322c0019ec26ba9e304b72)] -> css selector: div.master-wrapper-page:nth-child(6) div.master-wrapper-content div.master-column-wrapper div.center-2 div.page.category-page div.page-body div.category-grid.sub-category-grid div.item-grid div.item-box:nth-child(1) div.sub-category-item h2.title > a:nth-child(1)]
2020-04-28 16:04:823 INFO  BrowserSelector :23 - Launching chrome browser
2020-04-28 16:04:653 INFO  HomePage :39 - Clicking on computer button [[ChromeDriver: chrome on WINDOWS (e41e5252c68e718fec62df4c003f7242)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2020-04-28 16:04:684 INFO  DesktopPage :26 - Clicking on Desktop button Proxy element for: DefaultElementLocator 'By.cssSelector: div.master-wrapper-page:nth-child(6) div.master-wrapper-content div.master-column-wrapper div.center-2 div.page.category-page div.page-body div.category-grid.sub-category-grid div.item-grid div.item-box:nth-child(1) div.sub-category-item h2.title > a:nth-child(1)'
2020-04-28 16:04:43 INFO  DesktopPage :32 - Clicking on position [[ChromeDriver: chrome on WINDOWS (e41e5252c68e718fec62df4c003f7242)] -> xpath: //select[@id='products-orderby']]
2020-04-28 16:04:705 INFO  DesktopPage :38 - Clicking on A to Z [[ChromeDriver: chrome on WINDOWS (e41e5252c68e718fec62df4c003f7242)] -> xpath: //option[contains(text(),'Name: A to Z')]]
2020-04-28 16:04:547 INFO  ComputerPage :38 - Clicking on build computer Proxy element for: DefaultElementLocator 'By.linkText: Build your own computer'
2020-04-28 16:04:812 INFO  ComputerPage :44 - Clicking on radio button feature [[ChromeDriver: chrome on WINDOWS (e41e5252c68e718fec62df4c003f7242)] -> xpath: //input[@id='product_attribute_3_7']]
2020-04-28 16:04:16 INFO  ComputerPage :50 - Clicking on add cart button [[ChromeDriver: chrome on WINDOWS (e41e5252c68e718fec62df4c003f7242)] -> id: add-to-cart-button-1]
2020-04-28 16:04:05 INFO  ComputerPage :55 - Getting add to cart message [[ChromeDriver: chrome on WINDOWS (e41e5252c68e718fec62df4c003f7242)] -> class name: content]
2020-04-28 16:04:241 INFO  BrowserSelector :23 - Launching chrome browser
2020-04-28 16:04:529 INFO  LoginPage :51 - Getting welcome [[ChromeDriver: chrome on WINDOWS (9d9c1c393b96e56df210cbdfb2b5fc92)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2020-04-28 16:04:807 INFO  BrowserSelector :23 - Launching chrome browser
2020-04-28 16:04:671 INFO  LoginPage :34 - Enter email dhanno@gmail.comOn Email Field [[ChromeDriver: chrome on WINDOWS (b14a0681c48067b8d18d1a1dde8d8fd1)] -> id: Email]
2020-04-28 16:04:878 INFO  LoginPage :40 - Enter password 123456On Password Field [[ChromeDriver: chrome on WINDOWS (b14a0681c48067b8d18d1a1dde8d8fd1)] -> id: Password]
2020-04-28 16:04:943 INFO  LoginPage :46 - Clicking on login button Proxy element for: DefaultElementLocator 'By.xpath: //input[@class='button-1 login-button']'
2020-04-28 16:04:16 INFO  LoginPage :58 - Getting welcome to store message [[ChromeDriver: chrome on WINDOWS (b14a0681c48067b8d18d1a1dde8d8fd1)] -> xpath: //h2[contains(text(),'Welcome to our store')]]
2020-04-28 17:04:827 INFO  BrowserSelector :23 - Launching chrome browser
2020-04-28 17:04:358 INFO  LoginPage :36 - Enter email dhan@gmail.comOn Email Field [[ChromeDriver: chrome on WINDOWS (f0d586dc3b7246520378bd4f81c82bc1)] -> id: Email]
2020-04-28 17:04:510 INFO  LoginPage :42 - Enter password 1234@On Password Field [[ChromeDriver: chrome on WINDOWS (f0d586dc3b7246520378bd4f81c82bc1)] -> id: Password]
2020-04-28 17:04:587 INFO  LoginPage :48 - Clicking on login button [[ChromeDriver: chrome on WINDOWS (f0d586dc3b7246520378bd4f81c82bc1)] -> xpath: //input[@class='button-1 login-button']]
2020-04-28 17:04:634 INFO  LoginPage :65 - Getting Login Error Message [[ChromeDriver: chrome on WINDOWS (f0d586dc3b7246520378bd4f81c82bc1)] -> xpath: //div[@class='message-error validation-summary-errors']]
2020-04-28 17:04:87 INFO  BrowserSelector :23 - Launching chrome browser
2020-04-28 17:04:234 INFO  LoginPage :36 - Enter email dranjdn@gmail.comOn Email Field [[ChromeDriver: chrome on WINDOWS (bab50b6454cc1e2551fdb0dc8c236dc8)] -> id: Email]
2020-04-28 17:04:429 INFO  LoginPage :42 - Enter password 123fghem@On Password Field [[ChromeDriver: chrome on WINDOWS (bab50b6454cc1e2551fdb0dc8c236dc8)] -> id: Password]
2020-04-28 17:04:734 INFO  LoginPage :48 - Clicking on login button [[ChromeDriver: chrome on WINDOWS (bab50b6454cc1e2551fdb0dc8c236dc8)] -> xpath: //input[@class='button-1 login-button']]
2020-04-28 17:04:773 INFO  LoginPage :65 - Getting Login Error Message [[ChromeDriver: chrome on WINDOWS (bab50b6454cc1e2551fdb0dc8c236dc8)] -> xpath: //div[@class='message-error validation-summary-errors']]
2020-04-28 17:04:878 INFO  BrowserSelector :23 - Launching chrome browser
2020-04-28 17:04:941 INFO  LoginPage :36 - Enter email desdhan@gmail.comOn Email Field [[ChromeDriver: chrome on WINDOWS (23575afce1fe7dc936894f51a95ebe2a)] -> id: Email]
2020-04-28 17:04:168 INFO  LoginPage :42 - Enter password sdfvgg1234@On Password Field [[ChromeDriver: chrome on WINDOWS (23575afce1fe7dc936894f51a95ebe2a)] -> id: Password]
2020-04-28 17:04:965 INFO  LoginPage :48 - Clicking on login button [[ChromeDriver: chrome on WINDOWS (23575afce1fe7dc936894f51a95ebe2a)] -> xpath: //input[@class='button-1 login-button']]
2020-04-28 17:04:07 INFO  LoginPage :65 - Getting Login Error Message [[ChromeDriver: chrome on WINDOWS (23575afce1fe7dc936894f51a95ebe2a)] -> xpath: //div[@class='message-error validation-summary-errors']]
2020-04-28 17:04:49 INFO  BrowserSelector :23 - Launching chrome browser
2020-04-28 17:04:648 INFO  LoginPage :36 - Enter email dhan@gmail.comOn Email Field [[ChromeDriver: chrome on WINDOWS (e2ffcf479179243f9eecc2074a948bdc)] -> id: Email]
2020-04-28 17:04:771 INFO  LoginPage :42 - Enter password 1234wedsc@On Password Field [[ChromeDriver: chrome on WINDOWS (e2ffcf479179243f9eecc2074a948bdc)] -> id: Password]
2020-04-28 17:04:01 INFO  LoginPage :48 - Clicking on login button [[ChromeDriver: chrome on WINDOWS (e2ffcf479179243f9eecc2074a948bdc)] -> xpath: //input[@class='button-1 login-button']]
2020-04-28 17:04:856 INFO  LoginPage :65 - Getting Login Error Message Proxy element for: DefaultElementLocator 'By.xpath: //div[@class='message-error validation-summary-errors']'
2020-04-28 17:04:476 INFO  BrowserSelector :23 - Launching chrome browser
2020-04-28 17:04:840 INFO  LoginPage :36 - Enter email dhan@gmail.comOn Email Field [[ChromeDriver: chrome on WINDOWS (0c00f406b0e9f89c1be4532c3dbed872)] -> id: Email]
2020-04-28 17:04:657 INFO  LoginPage :42 - Enter password 1234@On Password Field [[ChromeDriver: chrome on WINDOWS (0c00f406b0e9f89c1be4532c3dbed872)] -> id: Password]
2020-04-28 17:04:68 INFO  LoginPage :48 - Clicking on login button [[ChromeDriver: chrome on WINDOWS (0c00f406b0e9f89c1be4532c3dbed872)] -> xpath: //input[@class='button-1 login-button']]
2020-04-28 17:04:109 INFO  LoginPage :65 - Getting Login Error Message [[ChromeDriver: chrome on WINDOWS (0c00f406b0e9f89c1be4532c3dbed872)] -> xpath: //div[@class='message-error validation-summary-errors']]
2020-04-28 17:04:146 INFO  BrowserSelector :23 - Launching chrome browser
2020-04-28 17:04:392 INFO  LoginPage :36 - Enter email dranjdn@gmail.comOn Email Field [[ChromeDriver: chrome on WINDOWS (6ef68ffdea1e032b7ff0be0dd9409663)] -> id: Email]
2020-04-28 17:04:563 INFO  LoginPage :42 - Enter password 123fghem@On Password Field [[ChromeDriver: chrome on WINDOWS (6ef68ffdea1e032b7ff0be0dd9409663)] -> id: Password]
2020-04-28 17:04:850 INFO  LoginPage :48 - Clicking on login button [[ChromeDriver: chrome on WINDOWS (6ef68ffdea1e032b7ff0be0dd9409663)] -> xpath: //input[@class='button-1 login-button']]
2020-04-28 17:04:913 INFO  LoginPage :65 - Getting Login Error Message [[ChromeDriver: chrome on WINDOWS (6ef68ffdea1e032b7ff0be0dd9409663)] -> xpath: //div[@class='message-error validation-summary-errors']]
2020-04-28 17:04:650 INFO  BrowserSelector :23 - Launching chrome browser
2020-04-28 17:04:648 INFO  LoginPage :36 - Enter email desdhan@gmail.comOn Email Field [[ChromeDriver: chrome on WINDOWS (bf947e8050ddcb5931d1d9457b21bf69)] -> id: Email]
2020-04-28 17:04:881 INFO  LoginPage :42 - Enter password sdfvgg1234@On Password Field [[ChromeDriver: chrome on WINDOWS (bf947e8050ddcb5931d1d9457b21bf69)] -> id: Password]
2020-04-28 17:04:224 INFO  LoginPage :48 - Clicking on login button [[ChromeDriver: chrome on WINDOWS (bf947e8050ddcb5931d1d9457b21bf69)] -> xpath: //input[@class='button-1 login-button']]
2020-04-28 17:04:308 INFO  LoginPage :65 - Getting Login Error Message [[ChromeDriver: chrome on WINDOWS (bf947e8050ddcb5931d1d9457b21bf69)] -> xpath: //div[@class='message-error validation-summary-errors']]
2020-04-28 17:04:495 INFO  BrowserSelector :23 - Launching chrome browser
2020-04-28 17:04:592 INFO  LoginPage :36 - Enter email dhannnn@gmail.comOn Email Field [[ChromeDriver: chrome on WINDOWS (a47acb1225e5ca49cb7d54d04a082241)] -> id: Email]
2020-04-28 17:04:840 INFO  LoginPage :42 - Enter password 1234wedsc@On Password Field [[ChromeDriver: chrome on WINDOWS (a47acb1225e5ca49cb7d54d04a082241)] -> id: Password]
2020-04-28 17:04:168 INFO  LoginPage :48 - Clicking on login button [[ChromeDriver: chrome on WINDOWS (a47acb1225e5ca49cb7d54d04a082241)] -> xpath: //input[@class='button-1 login-button']]
2020-04-28 17:04:235 INFO  LoginPage :65 - Getting Login Error Message [[ChromeDriver: chrome on WINDOWS (a47acb1225e5ca49cb7d54d04a082241)] -> xpath: //div[@class='message-error validation-summary-errors']]
2020-04-28 17:04:830 INFO  BrowserSelector :23 - Launching chrome browser
2020-04-28 17:04:297 INFO  LoginPage :36 - Enter email dhraj@gmail.comOn Email Field [[ChromeDriver: chrome on WINDOWS (544b80c5d8d726e5abe0d1e4607089c6)] -> id: Email]
2020-04-28 17:04:445 INFO  LoginPage :42 - Enter password 1234wedsc@On Password Field [[ChromeDriver: chrome on WINDOWS (544b80c5d8d726e5abe0d1e4607089c6)] -> id: Password]
2020-04-28 17:04:684 INFO  LoginPage :48 - Clicking on login button [[ChromeDriver: chrome on WINDOWS (544b80c5d8d726e5abe0d1e4607089c6)] -> xpath: //input[@class='button-1 login-button']]
2020-04-28 17:04:746 INFO  LoginPage :65 - Getting Login Error Message [[ChromeDriver: chrome on WINDOWS (544b80c5d8d726e5abe0d1e4607089c6)] -> xpath: //div[@class='message-error validation-summary-errors']]
2020-04-28 17:04:489 INFO  BrowserSelector :23 - Launching chrome browser
2020-04-28 17:04:261 INFO  HomePage :27 - Clicking on register button [[ChromeDriver: chrome on WINDOWS (a07f2dd34a7cbc1399939ca933e01f91)] -> link text: Register]
2020-04-28 17:04:378 INFO  RegisterPage :52 - Getting Register message [[ChromeDriver: chrome on WINDOWS (a07f2dd34a7cbc1399939ca933e01f91)] -> xpath: //strong[contains(text(),'Your Personal Details')]]
2020-04-28 18:04:653 INFO  BrowserSelector :23 - Launching chrome browser
2020-04-28 18:04:647 INFO  HomePage :27 - Clicking on register button [[ChromeDriver: chrome on WINDOWS (e951cdb0411f4554e5e275a569caa165)] -> link text: Register]
2020-04-28 18:04:287 INFO  RegisterPage :65 - Enter First Name dhannorunnerFirst Name Field [[ChromeDriver: chrome on WINDOWS (e951cdb0411f4554e5e275a569caa165)] -> id: FirstName]
2020-04-28 18:04:429 INFO  RegisterPage :71 - Enter Last Name runnerLast Name Field [[ChromeDriver: chrome on WINDOWS (e951cdb0411f4554e5e275a569caa165)] -> id: LastName]
2020-04-28 18:04:178 INFO  RegisterPage :77 - Selecting Date of Birth Day 4Date Field [[ChromeDriver: chrome on WINDOWS (e951cdb0411f4554e5e275a569caa165)] -> name: DateOfBirthDay]
2020-04-28 18:04:400 INFO  RegisterPage :83 - Selecting Date of Birth Month marchBirth Month Field [[ChromeDriver: chrome on WINDOWS (e951cdb0411f4554e5e275a569caa165)] -> name: DateOfBirthMonth]
2020-04-28 18:04:748 INFO  RegisterPage :89 - Selecting Date of Birth Year 1986Birth Year Field [[ChromeDriver: chrome on WINDOWS (e951cdb0411f4554e5e275a569caa165)] -> name: DateOfBirthYear]
2020-04-28 19:04:618 INFO  BrowserSelector :23 - Launching chrome browser
2020-04-28 19:04:226 INFO  HomePage :27 - Clicking on register button [[ChromeDriver: chrome on WINDOWS (435280d54d93a06dd0594488204fe31b)] -> link text: Register]
2020-04-28 19:04:772 INFO  RegisterPage :65 - Enter First Name dhannorunnerFirst Name Field [[ChromeDriver: chrome on WINDOWS (435280d54d93a06dd0594488204fe31b)] -> id: FirstName]
2020-04-28 19:04:962 INFO  RegisterPage :71 - Enter Last Name runnerLast Name Field [[ChromeDriver: chrome on WINDOWS (435280d54d93a06dd0594488204fe31b)] -> id: LastName]
2020-04-28 19:04:746 INFO  RegisterPage :77 - Selecting Date of Birth Day 4Date Field [[ChromeDriver: chrome on WINDOWS (435280d54d93a06dd0594488204fe31b)] -> name: DateOfBirthDay]
2020-04-28 19:04:880 INFO  RegisterPage :83 - Selecting Date of Birth Month marchBirth Month Field [[ChromeDriver: chrome on WINDOWS (435280d54d93a06dd0594488204fe31b)] -> name: DateOfBirthMonth]
2020-04-28 19:04:105 INFO  RegisterPage :89 - Selecting Date of Birth Year 1986Birth Year Field [[ChromeDriver: chrome on WINDOWS (435280d54d93a06dd0594488204fe31b)] -> name: DateOfBirthYear]
2020-04-28 19:04:249 INFO  RegisterPage :95 - Enter Email emailEmail Field [[ChromeDriver: chrome on WINDOWS (435280d54d93a06dd0594488204fe31b)] -> id: Email]
2020-04-28 19:04:24 INFO  BrowserSelector :23 - Launching chrome browser
2020-04-28 19:04:118 INFO  HomePage :27 - Clicking on register button [[ChromeDriver: chrome on WINDOWS (b8841bde947621b6bf4a372cdd0e2ca0)] -> link text: Register]
2020-04-28 19:04:835 INFO  RegisterPage :65 - Enter First Name dhannorunnerFirst Name Field [[ChromeDriver: chrome on WINDOWS (b8841bde947621b6bf4a372cdd0e2ca0)] -> id: FirstName]
2020-04-28 19:04:41 INFO  RegisterPage :71 - Enter Last Name runnerLast Name Field [[ChromeDriver: chrome on WINDOWS (b8841bde947621b6bf4a372cdd0e2ca0)] -> id: LastName]
2020-04-28 19:04:675 INFO  RegisterPage :77 - Selecting Date of Birth Day 4Date Field [[ChromeDriver: chrome on WINDOWS (b8841bde947621b6bf4a372cdd0e2ca0)] -> name: DateOfBirthDay]
2020-04-28 19:04:791 INFO  RegisterPage :83 - Selecting Date of Birth Month marchBirth Month Field [[ChromeDriver: chrome on WINDOWS (b8841bde947621b6bf4a372cdd0e2ca0)] -> name: DateOfBirthMonth]
2020-04-28 19:04:949 INFO  RegisterPage :89 - Selecting Date of Birth Year 1986Birth Year Field [[ChromeDriver: chrome on WINDOWS (b8841bde947621b6bf4a372cdd0e2ca0)] -> name: DateOfBirthYear]
